name,nametype,recclass,mass (g),fall,year,reclat,reclong,country,continent
Lewis Cliff 86252,Valid,H6,32.9,Found,1986,-84.27397,161.68804,Antarctica,Antarctica
Lewis Cliff 86253,Valid,H6,10.1,Found,1986,-84.25372,161.35108,Antarctica,Antarctica
Lewis Cliff 86254,Valid,H5,8.5,Found,1986,-84.27381,161.68785,Antarctica,Antarctica
Lewis Cliff 86255,Valid,H5,25.3,Found,1986,-84.27362,161.69377,Antarctica,Antarctica
Lewis Cliff 86256,Valid,H5,21.8,Found,1986,-84.25478,161.39753,Antarctica,Antarctica
Lewis Cliff 86257,Valid,H5,3.7,Found,1986,-84.27367,161.69406,Antarctica,Antarctica
Lewis Cliff 86258,Valid,CK4,24.1,Found,1986,-84.25457,161.36621,Antarctica,Antarctica
MacAlpine Hills 02547,Valid,H5,377.7,Found,2002,0.0,0.0,,
Lewis Cliff 86259,Valid,H5,8.5,Found,1986,-84.25614,161.38132,Antarctica,Antarctica
Lewis Cliff 86260,Valid,L5,12.5,Found,1986,-84.25512,161.38693,Antarctica,Antarctica
Lewis Cliff 86261,Valid,H5,13.8,Found,1986,-84.27382,161.68795,Antarctica,Antarctica
Lewis Cliff 86262,Valid,H5,10.1,Found,1986,-84.26367,161.42074,Antarctica,Antarctica
Lewis Cliff 86263,Valid,H5,15.1,Found,1986,-84.27382,161.68676,Antarctica,Antarctica
Lewis Cliff 86264,Valid,L4,5.1,Found,1986,-84.27382,161.68591,Antarctica,Antarctica
Lewis Cliff 86265,Valid,H5,2.0,Found,1986,-84.27399,161.68703,Antarctica,Antarctica
Lewis Cliff 86266,Valid,H5,40.8,Found,1986,-84.26421,161.39632,Antarctica,Antarctica
Lewis Cliff 86267,Valid,L4,17.7,Found,1986,-84.27372,161.68663,Antarctica,Antarctica
Lewis Cliff 86268,Valid,L6,22.0,Found,1986,-84.25424,161.39722,Antarctica,Antarctica
Lewis Cliff 86269,Valid,L6,22.4,Found,1986,-84.25206,161.39083,Antarctica,Antarctica
Lewis Cliff 86270,Valid,L3.1,4.2,Found,1986,-84.25441,161.38531,Antarctica,Antarctica
Lewis Cliff 86271,Valid,H5,19.8,Found,1986,-84.27378,161.68797,Antarctica,Antarctica
Lewis Cliff 86272,Valid,H5,16.0,Found,1986,-84.25512,161.39903,Antarctica,Antarctica
Lewis Cliff 86273,Valid,L6,30.3,Found,1986,-84.25459,161.36919,Antarctica,Antarctica
Lewis Cliff 86274,Valid,L6,36.0,Found,1986,-84.27394,161.68774,Antarctica,Antarctica
Lewis Cliff 86275,Valid,H5,35.4,Found,1986,-84.25494,161.391,Antarctica,Antarctica
Lewis Cliff 86277,Valid,H5,25.4,Found,1986,-84.27396,161.68813,Antarctica,Antarctica
Lewis Cliff 86278,Valid,H5,1.4,Found,1986,-84.27379,161.68673,Antarctica,Antarctica
Lewis Cliff 86279,Valid,H5,12.8,Found,1986,-84.27384,161.68624,Antarctica,Antarctica
Lewis Cliff 86280,Valid,H5,10.5,Found,1986,-84.2518,161.38922,Antarctica,Antarctica
Lewis Cliff 86281,Valid,H6,55.7,Found,1986,-84.27378,161.69397,Antarctica,Antarctica
Lewis Cliff 86282,Valid,L6,62.4,Found,1986,-84.25417,161.35252,Antarctica,Antarctica
Lewis Cliff 86283,Valid,H5,13.6,Found,1986,-84.27379,161.68789,Antarctica,Antarctica
Lewis Cliff 86284,Valid,H5,4.0,Found,1986,-84.27376,161.68699,Antarctica,Antarctica
Lewis Cliff 86285,Valid,H5,4.2,Found,1986,-84.27366,161.69394,Antarctica,Antarctica
Lewis Cliff 86286,Valid,H5,44.9,Found,1986,-84.28036,161.39621,Antarctica,Antarctica
Lewis Cliff 86287,Valid,H6,41.5,Found,1986,-84.28617,161.34667,Antarctica,Antarctica
Lewis Cliff 86288,Valid,L6,10.8,Found,1986,-84.27376,161.69047,Antarctica,Antarctica
Lewis Cliff 86289,Valid,L6,17.6,Found,1986,-84.27649,161.35895,Antarctica,Antarctica
Lewis Cliff 86290,Valid,H4,9.6,Found,1986,-84.24524,161.44844,Antarctica,Antarctica
Lewis Cliff 86291,Valid,H6,14.9,Found,1986,-84.25276,161.40336,Antarctica,Antarctica
Lewis Cliff 86292,Valid,H5,32.8,Found,1986,-84.27706,161.34768,Antarctica,Antarctica
Lewis Cliff 86293,Valid,H5,1.3,Found,1986,-84.27379,161.6898,Antarctica,Antarctica
Lewis Cliff 86294,Valid,H5,2.0,Found,1986,-84.27376,161.69016,Antarctica,Antarctica
Lewis Cliff 86295,Valid,H6,43.8,Found,1986,-84.27048,161.40849,Antarctica,Antarctica
Lewis Cliff 86296,Valid,H5,28.5,Found,1986,-84.27381,161.68923,Antarctica,Antarctica
Lewis Cliff 86297,Valid,L6,3.0,Found,1986,-84.27363,161.41336,Antarctica,Antarctica
Lewis Cliff 86298,Valid,H5,7.2,Found,1986,-84.27376,161.69017,Antarctica,Antarctica
Lewis Cliff 86299,Valid,H5,25.1,Found,1986,-84.27387,161.68963,Antarctica,Antarctica
Lewis Cliff 86300,Valid,H5,9.0,Found,1986,-84.27023,161.41375,Antarctica,Antarctica
Lewis Cliff 86301,Valid,H5,5.1,Found,1986,-84.27374,161.69019,Antarctica,Antarctica
Lewis Cliff 86302,Valid,H5,40.2,Found,1986,-84.29103,161.32518,Antarctica,Antarctica
Lewis Cliff 86303,Valid,H4,17.6,Found,1986,-84.23624,161.41772,Antarctica,Antarctica
Lewis Cliff 86304,Valid,H5,4.2,Found,1986,-84.27386,161.68661,Antarctica,Antarctica
Lewis Cliff 86305,Valid,H5,40.4,Found,1986,-84.27379,161.68915,Antarctica,Antarctica
Lewis Cliff 86306,Valid,H5,0.6,Found,1986,-84.27387,161.68663,Antarctica,Antarctica
Lewis Cliff 86307,Valid,L3.3-3.5,4.9,Found,1986,-84.2713,161.43136,Antarctica,Antarctica
Lewis Cliff 86308,Valid,H4,3.1,Found,1986,-84.27004,161.41019,Antarctica,Antarctica
Lewis Cliff 86309,Valid,L6,13.8,Found,1986,-84.27015,161.40904,Antarctica,Antarctica
Lewis Cliff 86310,Valid,H5,7.6,Found,1986,-84.27387,161.68949,Antarctica,Antarctica
Lewis Cliff 86311,Valid,L6,67.1,Found,1986,-84.29647,161.31977,Antarctica,Antarctica
Lewis Cliff 86312,Valid,H5,101.8,Found,1986,-84.29439,161.31133,Antarctica,Antarctica
Lewis Cliff 86313,Valid,H5,3.8,Found,1986,-84.27387,161.68661,Antarctica,Antarctica
Lewis Cliff 86314,Valid,H5,41.4,Found,1986,-84.27382,161.68978,Antarctica,Antarctica
Lewis Cliff 86315,Valid,H5,22.7,Found,1986,-84.27379,161.68976,Antarctica,Antarctica
Lewis Cliff 86316,Valid,H5,4.3,Found,1986,-84.27383,161.68987,Antarctica,Antarctica
Lewis Cliff 86317,Valid,L6,62.4,Found,1986,-84.27639,161.34562,Antarctica,Antarctica
Lewis Cliff 86318,Valid,H4,6.6,Found,1986,-84.2739,161.68679,Antarctica,Antarctica
Lewis Cliff 86319,Valid,H5,3.2,Found,1986,-84.2739,161.68942,Antarctica,Antarctica
Lewis Cliff 86320,Valid,H5,3.5,Found,1986,-84.27385,161.68571,Antarctica,Antarctica
Lewis Cliff 86321,Valid,H5,33.2,Found,1986,-84.27381,161.68954,Antarctica,Antarctica
Lewis Cliff 86322,Valid,H5,17.5,Found,1986,-84.27374,161.4136,Antarctica,Antarctica
Lewis Cliff 86323,Valid,H5,5.3,Found,1986,-84.28658,161.35697,Antarctica,Antarctica
Lewis Cliff 86324,Valid,H5,8.4,Found,1986,-84.27371,161.6936,Antarctica,Antarctica
Lewis Cliff 86325,Valid,H5,19.9,Found,1986,-84.27376,161.69052,Antarctica,Antarctica
Lewis Cliff 86326,Valid,H5,6.8,Found,1986,-84.27387,161.68641,Antarctica,Antarctica
Lewis Cliff 86327,Valid,H5,44.2,Found,1986,-84.2739,161.68664,Antarctica,Antarctica
Lewis Cliff 86328,Valid,H6,7.2,Found,1986,-84.27283,161.41455,Antarctica,Antarctica
Lewis Cliff 86329,Valid,H5,5.0,Found,1986,-84.2706,161.41011,Antarctica,Antarctica
Lewis Cliff 86330,Valid,L6,20.7,Found,1986,-84.27382,161.68889,Antarctica,Antarctica
Lewis Cliff 86332,Valid,H5,14.4,Found,1986,-84.27388,161.6865,Antarctica,Antarctica
Lewis Cliff 86333,Valid,H6,9.2,Found,1986,-84.28986,161.28593,Antarctica,Antarctica
Lewis Cliff 86334,Valid,LL6,6.2,Found,1986,-84.27145,161.4175,Antarctica,Antarctica
Lewis Cliff 86335,Valid,H6,3.1,Found,1986,-84.27379,161.69016,Antarctica,Antarctica
Lewis Cliff 86336,Valid,H5,8.3,Found,1986,-84.27384,161.68604,Antarctica,Antarctica
Lewis Cliff 86337,Valid,H5,25.6,Found,1986,-84.27395,161.68721,Antarctica,Antarctica
Lewis Cliff 86338,Valid,H5,26.8,Found,1986,-84.27388,161.68599,Antarctica,Antarctica
Lewis Cliff 86339,Valid,L4,21.3,Found,1986,-84.27052,161.4121,Antarctica,Antarctica
Lewis Cliff 86340,Valid,H6,25.1,Found,1986,-84.27756,161.35435,Antarctica,Antarctica
Lewis Cliff 86341,Valid,H5,9.4,Found,1986,-84.29118,161.33328,Antarctica,Antarctica
Lewis Cliff 86342,Valid,H6,2.4,Found,1986,-84.27383,161.68894,Antarctica,Antarctica
Lewis Cliff 86343,Valid,H6,6.3,Found,1986,-84.27378,161.68969,Antarctica,Antarctica
Lewis Cliff 86344,Valid,H5,17.1,Found,1986,-84.27382,161.68953,Antarctica,Antarctica
Lewis Cliff 86345,Valid,H5,3.6,Found,1986,-84.2739,161.68941,Antarctica,Antarctica
Lewis Cliff 86346,Valid,L5,3.2,Found,1986,-84.26962,161.41687,Antarctica,Antarctica
Lewis Cliff 86347,Valid,L3.6,3.1,Found,1986,-84.27158,161.41895,Antarctica,Antarctica
Lewis Cliff 86348,Valid,H6,20.4,Found,1986,-84.27985,161.35251,Antarctica,Antarctica
Lewis Cliff 86349,Valid,L6,38.1,Found,1986,-84.27467,161.40213,Antarctica,Antarctica
MacAlpine Hills 02548,Valid,L6,34.3,Found,2002,0.0,0.0,,
Lewis Cliff 86350,Valid,H6,19.2,Found,1986,-84.25767,161.38104,Antarctica,Antarctica
Lewis Cliff 86351,Valid,H6,9.6,Found,1986,-84.27373,161.69025,Antarctica,Antarctica
Lewis Cliff 86352,Valid,L5,26.9,Found,1986,-84.2918,161.3294,Antarctica,Antarctica
Lewis Cliff 86353,Valid,H5,4.7,Found,1986,-84.2738,161.6897,Antarctica,Antarctica
Lewis Cliff 86354,Valid,H5,23.3,Found,1986,-84.27633,161.35942,Antarctica,Antarctica
Lewis Cliff 86355,Valid,H6,7.1,Found,1986,-84.25338,161.38503,Antarctica,Antarctica
Lewis Cliff 86356,Valid,H5,9.1,Found,1986,-84.27766,161.35575,Antarctica,Antarctica
Lewis Cliff 86357,Valid,L5,3.4,Found,1986,-84.27015,161.41279,Antarctica,Antarctica
Lewis Cliff 86358,Valid,H4,5.0,Found,1986,-84.27,161.41035,Antarctica,Antarctica
Lewis Cliff 86359,Valid,L6,2.7,Found,1986,-84.26965,161.41847,Antarctica,Antarctica
Lewis Cliff 86360,Valid,L4,181.5,Found,1986,-84.27398,161.68815,Antarctica,Antarctica
Lewis Cliff 86361,Valid,H5,5.6,Found,1986,-84.27387,161.68651,Antarctica,Antarctica
Lewis Cliff 86362,Valid,H5,5.9,Found,1986,-84.27385,161.68603,Antarctica,Antarctica
Lewis Cliff 86363,Valid,H5,2.9,Found,1986,-84.27379,161.69013,Antarctica,Antarctica
Lewis Cliff 86364,Valid,H6,19.8,Found,1986,-84.27384,161.68973,Antarctica,Antarctica
Lewis Cliff 86365,Valid,H5,4.8,Found,1986,-84.27385,161.68562,Antarctica,Antarctica
Lewis Cliff 86366,Valid,H5,25.9,Found,1986,-84.27382,161.68975,Antarctica,Antarctica
Lewis Cliff 86367,Valid,L3.4,10.5,Found,1986,-84.27142,161.42937,Antarctica,Antarctica
Lewis Cliff 86368,Valid,H5,28.6,Found,1986,-84.27385,161.68603,Antarctica,Antarctica
Lewis Cliff 86369,Valid,H5,7.4,Found,1986,-84.27384,161.68986,Antarctica,Antarctica
Lewis Cliff 86370,Valid,H5,8.7,Found,1986,-84.27278,161.41506,Antarctica,Antarctica
Lewis Cliff 86371,Valid,H5,146.6,Found,1986,-84.27386,161.68873,Antarctica,Antarctica
Lewis Cliff 86372,Valid,L6,11.8,Found,1986,-84.2777,161.35364,Antarctica,Antarctica
Lewis Cliff 86373,Valid,H5,30.1,Found,1986,-84.29212,161.33398,Antarctica,Antarctica
Lewis Cliff 86374,Valid,H5,31.7,Found,1986,-84.29669,161.31934,Antarctica,Antarctica
Lewis Cliff 86375,Valid,H5,10.5,Found,1986,-84.26943,161.41031,Antarctica,Antarctica
Lewis Cliff 86376,Valid,H5,41.1,Found,1986,-84.27392,161.68942,Antarctica,Antarctica
Lewis Cliff 86377,Valid,H4,2.0,Found,1986,-84.26952,161.41156,Antarctica,Antarctica
Lewis Cliff 86378,Valid,LL6,3.6,Found,1986,-84.2529,161.40305,Antarctica,Antarctica
Lewis Cliff 86379,Valid,H4,9.0,Found,1986,-84.25606,161.41442,Antarctica,Antarctica
Lewis Cliff 86380,Valid,H4,31.6,Found,1986,-84.25216,161.41163,Antarctica,Antarctica
Lewis Cliff 86381,Valid,H6,6.6,Found,1986,-84.25524,161.48118,Antarctica,Antarctica
Lewis Cliff 86382,Valid,H6,21.8,Found,1986,-84.27375,161.69362,Antarctica,Antarctica
Lewis Cliff 86383,Valid,H5,10.5,Found,1986,-84.27373,161.69317,Antarctica,Antarctica
Lewis Cliff 86384,Valid,H5,5.9,Found,1986,-84.2554,161.41838,Antarctica,Antarctica
Lewis Cliff 86385,Valid,H5,34.5,Found,1986,-84.27377,161.69368,Antarctica,Antarctica
Lewis Cliff 86386,Valid,LL4,2.6,Found,1986,-84.25503,161.42898,Antarctica,Antarctica
Lewis Cliff 86387,Valid,H5,26.3,Found,1986,-84.25595,161.40013,Antarctica,Antarctica
Lewis Cliff 86388,Valid,H5,24.2,Found,1986,-84.27373,161.6933,Antarctica,Antarctica
Lewis Cliff 86389,Valid,H5,1.6,Found,1986,-84.25625,161.43107,Antarctica,Antarctica
Lewis Cliff 86390,Valid,H4,30.2,Found,1986,-84.25507,161.40694,Antarctica,Antarctica
Lewis Cliff 86391,Valid,H5,15.1,Found,1986,-84.27377,161.69328,Antarctica,Antarctica
Lewis Cliff 86392,Valid,L5,6.0,Found,1986,-84.25521,161.42141,Antarctica,Antarctica
Lewis Cliff 86393,Valid,H5,69.9,Found,1986,-84.27378,161.69387,Antarctica,Antarctica
Lewis Cliff 86394,Valid,H5,2.6,Found,1986,-84.2546,161.40302,Antarctica,Antarctica
Lewis Cliff 86395,Valid,H5,14.3,Found,1986,-84.25464,161.40762,Antarctica,Antarctica
Lewis Cliff 86396,Valid,H5,12.6,Found,1986,-84.25596,161.40087,Antarctica,Antarctica
Lewis Cliff 86397,Valid,H5,9.6,Found,1986,-84.25515,161.4072,Antarctica,Antarctica
Lewis Cliff 86398,Valid,H5,3.0,Found,1986,-84.25471,161.40156,Antarctica,Antarctica
Lewis Cliff 86399,Valid,L6,6.9,Found,1986,-84.25533,161.44042,Antarctica,Antarctica
Lewis Cliff 86400,Valid,H5,18.8,Found,1986,-84.25578,161.39972,Antarctica,Antarctica
Lewis Cliff 86401,Valid,H5,9.0,Found,1986,-84.25249,161.40494,Antarctica,Antarctica
Lewis Cliff 86402,Valid,LL5,14.0,Found,1986,-84.25221,161.39955,Antarctica,Antarctica
Lewis Cliff 86403,Valid,H5,6.6,Found,1986,-84.25589,161.42723,Antarctica,Antarctica
Lewis Cliff 86404,Valid,L6,8.2,Found,1986,-84.25469,161.40646,Antarctica,Antarctica
Lewis Cliff 86405,Valid,H5,1.0,Found,1986,-84.2737,161.69302,Antarctica,Antarctica
Lewis Cliff 86407,Valid,H5,36.3,Found,1986,-84.27377,161.69382,Antarctica,Antarctica
Lewis Cliff 86408,Valid,L3.5,1.4,Found,1986,-84.25529,161.43171,Antarctica,Antarctica
Lewis Cliff 86409,Valid,L6,23.7,Found,1986,-84.25482,161.39917,Antarctica,Antarctica
Lewis Cliff 86410,Valid,L4,3.5,Found,1986,-84.25504,161.41864,Antarctica,Antarctica
Lewis Cliff 86411,Valid,LL4,4.1,Found,1986,-84.25497,161.43091,Antarctica,Antarctica
Lewis Cliff 86412,Valid,H6,1.3,Found,1986,-84.25539,161.43595,Antarctica,Antarctica
Lewis Cliff 86413,Valid,H5,13.5,Found,1986,-84.25581,161.40856,Antarctica,Antarctica
Lewis Cliff 86414,Valid,H5,4.3,Found,1986,-84.25607,161.41559,Antarctica,Antarctica
Lewis Cliff 86415,Valid,H5,3.1,Found,1986,-84.25607,161.41563,Antarctica,Antarctica
Lewis Cliff 86416,Valid,H6,18.2,Found,1986,-84.27374,161.69299,Antarctica,Antarctica
Lewis Cliff 86417,Valid,L3.5,1.6,Found,1986,-84.2558,161.44739,Antarctica,Antarctica
Lewis Cliff 86418,Valid,H5,42.8,Found,1986,-84.2549,161.39106,Antarctica,Antarctica
Lewis Cliff 86419,Valid,LL6,2.3,Found,1986,-84.25524,161.43398,Antarctica,Antarctica
Lewis Cliff 86420,Valid,H5,13.1,Found,1986,-84.27374,161.69301,Antarctica,Antarctica
Lewis Cliff 86421,Valid,L6,2.5,Found,1986,-84.25555,161.44472,Antarctica,Antarctica
Lewis Cliff 86422,Valid,H5,7.7,Found,1986,-84.27377,161.69387,Antarctica,Antarctica
Lewis Cliff 86423,Valid,H5,11.1,Found,1986,-84.25499,161.40492,Antarctica,Antarctica
Lewis Cliff 86424,Valid,H5,6.8,Found,1986,-84.2556,161.42491,Antarctica,Antarctica
Lewis Cliff 86425,Valid,L6,2.4,Found,1986,-84.25407,161.39322,Antarctica,Antarctica
Lewis Cliff 86426,Valid,L6,3.1,Found,1986,-84.25631,161.42005,Antarctica,Antarctica
Lewis Cliff 86427,Valid,H6,2.3,Found,1986,-84.25555,161.43227,Antarctica,Antarctica
Lewis Cliff 86428,Valid,H6,6.5,Found,1986,-84.25511,161.40605,Antarctica,Antarctica
Lewis Cliff 86429,Valid,L6,6.6,Found,1986,-84.25477,161.40453,Antarctica,Antarctica
Lewis Cliff 86430,Valid,H5,5.7,Found,1986,-84.25534,161.42357,Antarctica,Antarctica
Lewis Cliff 86431,Valid,H5,10.4,Found,1986,-84.27371,161.69339,Antarctica,Antarctica
Lewis Cliff 86432,Valid,LL6,7.3,Found,1986,-84.25621,161.43656,Antarctica,Antarctica
Lewis Cliff 86433,Valid,H6,6.1,Found,1986,-84.25501,161.40627,Antarctica,Antarctica
Lewis Cliff 86434,Valid,H5,22.5,Found,1986,-84.27372,161.6925,Antarctica,Antarctica
Lewis Cliff 86435,Valid,H4,4.8,Found,1986,-84.25567,161.43494,Antarctica,Antarctica
Lewis Cliff 86436,Valid,L3.5,3.9,Found,1986,-84.2561,161.42018,Antarctica,Antarctica
Lewis Cliff 86437,Valid,H5,16.6,Found,1986,-84.27375,161.69293,Antarctica,Antarctica
Lewis Cliff 86438,Valid,H5,45.4,Found,1986,-84.27373,161.6925,Antarctica,Antarctica
Lewis Cliff 86439,Valid,H6,6.4,Found,1986,-84.25579,161.41538,Antarctica,Antarctica
Lewis Cliff 86440,Valid,H5,6.9,Found,1986,-84.25534,161.40834,Antarctica,Antarctica
Lewis Cliff 86441,Valid,H5,10.6,Found,1986,-84.25595,161.40117,Antarctica,Antarctica
Lewis Cliff 86442,Valid,H5,59.1,Found,1986,-84.27377,161.69341,Antarctica,Antarctica
Lewis Cliff 86443,Valid,H5,10.6,Found,1986,-84.27396,161.68166,Antarctica,Antarctica
Lewis Cliff 86444,Valid,H5,14.8,Found,1986,-84.27411,161.67816,Antarctica,Antarctica
Lewis Cliff 86445,Valid,H6,9.3,Found,1986,-84.27404,161.67881,Antarctica,Antarctica
Lewis Cliff 86446,Valid,H4,9.8,Found,1986,-84.26936,161.42773,Antarctica,Antarctica
Lewis Cliff 86447,Valid,L6,9.5,Found,1986,-84.24445,161.40631,Antarctica,Antarctica
Lewis Cliff 86448,Valid,H5,39.4,Found,1986,-84.27402,161.67932,Antarctica,Antarctica
Lewis Cliff 86449,Valid,LL5,4.3,Found,1986,-84.2694,161.41639,Antarctica,Antarctica
Lewis Cliff 86450,Valid,H5,5.0,Found,1986,-84.2738,161.68572,Antarctica,Antarctica
Lewis Cliff 86451,Valid,H5,33.5,Found,1986,-84.27422,161.67648,Antarctica,Antarctica
Lewis Cliff 86452,Valid,H5,19.6,Found,1986,-84.27422,161.67635,Antarctica,Antarctica
Lewis Cliff 86453,Valid,H5,49.4,Found,1986,-84.27406,161.68131,Antarctica,Antarctica
Lewis Cliff 86454,Valid,H5,3.0,Found,1986,-84.27417,161.6765,Antarctica,Antarctica
Lewis Cliff 86455,Valid,H5,49.9,Found,1986,-84.27424,161.67671,Antarctica,Antarctica
Lewis Cliff 86456,Valid,H5,22.2,Found,1986,-84.27412,161.67904,Antarctica,Antarctica
Lewis Cliff 86457,Valid,H5,13.0,Found,1986,-84.27425,161.67671,Antarctica,Antarctica
Lewis Cliff 86458,Valid,H5,18.0,Found,1986,-84.27389,161.68425,Antarctica,Antarctica
Lewis Cliff 86459,Valid,H5,8.2,Found,1986,-84.27396,161.68193,Antarctica,Antarctica
Lewis Cliff 86460,Valid,H5,18.6,Found,1986,-84.27396,161.6814,Antarctica,Antarctica
Lewis Cliff 86461,Valid,H5,0.6,Found,1986,-84.27411,161.67841,Antarctica,Antarctica
Lewis Cliff 86462,Valid,H5,25.3,Found,1986,-84.274,161.68216,Antarctica,Antarctica
Lewis Cliff 86463,Valid,H5,64.8,Found,1986,-84.27431,161.67679,Antarctica,Antarctica
Lewis Cliff 86464,Valid,H5,18.5,Found,1986,-84.27406,161.67817,Antarctica,Antarctica
Lewis Cliff 86465,Valid,H5,26.3,Found,1986,-84.27411,161.67837,Antarctica,Antarctica
Lewis Cliff 86466,Valid,H6,70.9,Found,1986,-84.27424,161.67704,Antarctica,Antarctica
Lewis Cliff 86467,Valid,H5,0.4,Found,1986,-84.27402,161.67934,Antarctica,Antarctica
Lewis Cliff 86468,Valid,H5,11.5,Found,1986,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 86469,Valid,H5,11.3,Found,1986,-84.27424,161.67689,Antarctica,Antarctica
Lewis Cliff 86470,Valid,H5,58.5,Found,1986,-84.27414,161.67823,Antarctica,Antarctica
Lewis Cliff 86471,Valid,H6,82.9,Found,1986,-84.27413,161.67828,Antarctica,Antarctica
Lewis Cliff 86472,Valid,H5,29.7,Found,1986,-84.27398,161.68365,Antarctica,Antarctica
Lewis Cliff 86473,Valid,H5,20.8,Found,1986,-84.26487,161.40626,Antarctica,Antarctica
Lewis Cliff 86474,Valid,H6,6.8,Found,1986,-84.274,161.6823,Antarctica,Antarctica
Lewis Cliff 86475,Valid,H5,14.5,Found,1986,-84.27422,161.67685,Antarctica,Antarctica
Lewis Cliff 86476,Valid,H5,0.6,Found,1986,-84.27412,161.67838,Antarctica,Antarctica
Lewis Cliff 86477,Valid,H5,11.9,Found,1986,-84.2739,161.68536,Antarctica,Antarctica
Lewis Cliff 86478,Valid,L6,1.9,Found,1986,-84.27304,161.41483,Antarctica,Antarctica
Lewis Cliff 86479,Valid,H5,141.2,Found,1986,-84.27408,161.68151,Antarctica,Antarctica
Lewis Cliff 86480,Valid,H5,12.4,Found,1986,-84.27396,161.6825,Antarctica,Antarctica
Lewis Cliff 86481,Valid,H6,10.6,Found,1986,-84.27403,161.6788,Antarctica,Antarctica
Lewis Cliff 86482,Valid,H5,7.4,Found,1986,-84.27412,161.67724,Antarctica,Antarctica
Lewis Cliff 86483,Valid,LL6,10.0,Found,1986,-84.27311,161.36876,Antarctica,Antarctica
Lewis Cliff 86484,Valid,H5,24.1,Found,1986,-84.27386,161.68599,Antarctica,Antarctica
Lewis Cliff 86485,Valid,H5,51.9,Found,1986,-84.27426,161.67644,Antarctica,Antarctica
Lewis Cliff 86486,Valid,H5,9.7,Found,1986,-84.27403,161.67978,Antarctica,Antarctica
Lewis Cliff 86487,Valid,H5,15.1,Found,1986,-84.2741,161.6779,Antarctica,Antarctica
Lewis Cliff 86488,Valid,H5,9.3,Found,1986,-84.24547,161.39332,Antarctica,Antarctica
Lewis Cliff 86489,Valid,H5,29.8,Found,1986,-84.27628,161.65134,Antarctica,Antarctica
Lewis Cliff 86490,Valid,L6,2209.1,Found,1986,-84.25413,161.35013,Antarctica,Antarctica
Lewis Cliff 86491,Valid,H5,15.0,Found,1986,-84.26703,161.41027,Antarctica,Antarctica
Lewis Cliff 86492,Valid,H5,24.8,Found,1986,-84.27642,161.65011,Antarctica,Antarctica
Lewis Cliff 86493,Valid,H6,4.6,Found,1986,-84.26731,161.42471,Antarctica,Antarctica
Lewis Cliff 86494,Valid,H6,13.7,Found,1986,-84.26626,161.39601,Antarctica,Antarctica
Lewis Cliff 86495,Valid,L3.5,2.5,Found,1986,-84.26733,161.42405,Antarctica,Antarctica
Lewis Cliff 86496,Valid,H5,4.9,Found,1986,-84.24519,161.39823,Antarctica,Antarctica
Lewis Cliff 86497,Valid,H5,6.2,Found,1986,-84.27674,161.64402,Antarctica,Antarctica
Lewis Cliff 86498,Valid,"Iron, ungrouped",134.2,Found,1986,-84.29822,161.29944,Antarctica,Antarctica
Lewis Cliff 86499,Valid,H5,24.7,Found,1986,-84.27594,161.65786,Antarctica,Antarctica
Lewis Cliff 86500,Valid,H5,45.2,Found,1986,-84.27593,161.65789,Antarctica,Antarctica
Lewis Cliff 86501,Valid,H5,84.6,Found,1986,-84.276,161.65706,Antarctica,Antarctica
Lewis Cliff 86502,Valid,L5,25.3,Found,1986,-84.26657,161.39826,Antarctica,Antarctica
Lewis Cliff 86503,Valid,H5,22.5,Found,1986,-84.26583,161.40174,Antarctica,Antarctica
Lewis Cliff 86504,Valid,H6,7.6,Found,1986,-84.24642,161.38596,Antarctica,Antarctica
Lewis Cliff 86505,Valid,L3.4,43.9,Found,1986,-84.29543,161.3217,Antarctica,Antarctica
Lewis Cliff 86506,Valid,H5,30.0,Found,1986,-84.29179,161.29519,Antarctica,Antarctica
Lewis Cliff 86507,Valid,H5,10.4,Found,1986,-84.27625,161.65214,Antarctica,Antarctica
Lewis Cliff 86508,Valid,H5,9.6,Found,1986,-84.27625,161.65207,Antarctica,Antarctica
Lewis Cliff 86509,Valid,H5,32.9,Found,1986,-84.27579,161.65905,Antarctica,Antarctica
Lewis Cliff 86510,Valid,H5,24.1,Found,1986,-84.2737,161.69159,Antarctica,Antarctica
Lewis Cliff 86513,Valid,H5,6.1,Found,1986,-84.26714,161.39023,Antarctica,Antarctica
Lewis Cliff 86514,Valid,H5,65.1,Found,1986,-84.27515,161.35505,Antarctica,Antarctica
Lewis Cliff 86515,Valid,H5,33.9,Found,1986,-84.23498,161.55462,Antarctica,Antarctica
Lewis Cliff 86516,Valid,H5,4.3,Found,1986,-84.24323,161.41322,Antarctica,Antarctica
Lewis Cliff 86517,Valid,H5,32.4,Found,1986,-84.27455,161.40126,Antarctica,Antarctica
Lewis Cliff 86518,Valid,H5,267.3,Found,1986,-84.23535,161.43986,Antarctica,Antarctica
Lewis Cliff 86519,Valid,H5,8.0,Found,1986,-84.2476,161.44308,Antarctica,Antarctica
Lewis Cliff 86520,Valid,H5,6.4,Found,1986,-84.25044,161.42372,Antarctica,Antarctica
Lewis Cliff 86521,Valid,H5,0.3,Found,1986,-84.25044,161.42376,Antarctica,Antarctica
Lewis Cliff 86522,Valid,H6,42.7,Found,1986,-84.27116,161.35147,Antarctica,Antarctica
