name,nametype,recclass,mass (g),fall,year,reclat,reclong,country,continent
Lewis Cliff 86523,Valid,H5,7.2,Found,1986,-84.25447,161.40868,Antarctica,Antarctica
Lewis Cliff 86524,Valid,L5,23.4,Found,1986,-84.26857,161.34523,Antarctica,Antarctica
Lewis Cliff 86525,Valid,H5,46.3,Found,1986,-84.27189,161.35412,Antarctica,Antarctica
Lewis Cliff 86526,Valid,H3.8,14.1,Found,1986,-84.23923,161.44448,Antarctica,Antarctica
Lewis Cliff 86527,Valid,H5,21.6,Found,1986,-84.27542,161.34441,Antarctica,Antarctica
Lewis Cliff 86528,Valid,L6,49.7,Found,1986,-84.24344,161.43724,Antarctica,Antarctica
Lewis Cliff 86529,Valid,H5,1.4,Found,1986,-84.23195,161.48472,Antarctica,Antarctica
Lewis Cliff 86530,Valid,H5,1.9,Found,1986,-84.23197,161.45583,Antarctica,Antarctica
Lewis Cliff 86531,Valid,L6,21.1,Found,1986,-84.2701,161.35767,Antarctica,Antarctica
Lewis Cliff 86532,Valid,H5,3.6,Found,1986,-84.23213,161.47837,Antarctica,Antarctica
Lewis Cliff 86533,Valid,H5,15.7,Found,1986,-84.26756,161.3631,Antarctica,Antarctica
Lewis Cliff 86534,Valid,H5,89.3,Found,1986,-84.24792,161.53479,Antarctica,Antarctica
Lewis Cliff 86535,Valid,H6,13.5,Found,1986,-84.24278,161.41831,Antarctica,Antarctica
Lewis Cliff 86536,Valid,H5,7.7,Found,1986,-84.24443,161.41022,Antarctica,Antarctica
Lewis Cliff 86537,Valid,H6,17.2,Found,1986,-84.23546,161.53559,Antarctica,Antarctica
Lewis Cliff 86538,Valid,H5,21.5,Found,1986,-84.24331,161.41815,Antarctica,Antarctica
Lewis Cliff 86539,Valid,H6,13.2,Found,1986,-84.24447,161.40879,Antarctica,Antarctica
Lewis Cliff 86540,Valid,"Iron, IAB-sLH",21.1,Found,1986,-84.27121,161.35133,Antarctica,Antarctica
Lewis Cliff 86541,Valid,L6,12.6,Found,1986,-84.23546,161.44099,Antarctica,Antarctica
Lewis Cliff 86542,Valid,L5,25.0,Found,1986,-84.24333,161.43806,Antarctica,Antarctica
Lewis Cliff 86543,Valid,H6,26.4,Found,1986,-84.23433,161.54226,Antarctica,Antarctica
Lewis Cliff 86544,Valid,H6,65.3,Found,1986,-84.29389,161.32657,Antarctica,Antarctica
Lewis Cliff 86545,Valid,H5,16.1,Found,1986,-84.24938,161.42692,Antarctica,Antarctica
Lewis Cliff 86546,Valid,L6,41.2,Found,1986,-84.24942,161.42911,Antarctica,Antarctica
Lewis Cliff 86549,Valid,L3.0-3.7,50.1,Found,1986,-84.25435,161.40881,Antarctica,Antarctica
Lewis Cliff 87001,Valid,CM2,4.0,Found,1987,-84.34355,161.36389,Antarctica,Antarctica
Lewis Cliff 87002,Valid,Eucrite-Mg rich,6.9,Found,1987,-84.36388,161.27977,Antarctica,Antarctica
Lewis Cliff 87003,Valid,CM2,2.1,Found,1987,-84.34375,161.37554,Antarctica,Antarctica
Lewis Cliff 87004,Valid,Eucrite-pmict,208.4,Found,1987,-84.36015,161.31654,Antarctica,Antarctica
Lewis Cliff 87005,Valid,Howardite,17.7,Found,1987,-84.34415,161.40939,Antarctica,Antarctica
Lewis Cliff 87006,Valid,Mesosiderite-A,269.5,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87007,Valid,Aubrite,3.2,Found,1987,-84.34449,161.47054,Antarctica,Antarctica
Lewis Cliff 87008,Valid,CM2,1.4,Found,1987,-84.34255,161.35696,Antarctica,Antarctica
Lewis Cliff 87009,Valid,CK6,50.5,Found,1987,-84.35688,161.29148,Antarctica,Antarctica
Lewis Cliff 87010,Valid,Eucrite-unbr,2.6,Found,1987,-84.34037,161.40075,Antarctica,Antarctica
Lewis Cliff 87011,Valid,Aubrite,1.0,Found,1987,-84.34415,161.46675,Antarctica,Antarctica
Lewis Cliff 87012,Valid,LL5,1.1,Found,1987,-84.34541,161.4778,Antarctica,Antarctica
Lewis Cliff 87013,Valid,Aubrite,0.2,Found,1987,-84.34415,161.46674,Antarctica,Antarctica
Lewis Cliff 87014,Valid,LL6,8.8,Found,1987,-84.25364,161.35908,Antarctica,Antarctica
Lewis Cliff 87015,Valid,Howardite,1.3,Found,1987,-84.34489,161.47413,Antarctica,Antarctica
Lewis Cliff 87016,Valid,CM2,16.8,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87017,Valid,Aubrite,1.3,Found,1987,-84.34415,161.46676,Antarctica,Antarctica
Lewis Cliff 87018,Valid,Aubrite,1.2,Found,1987,-84.34665,161.48015,Antarctica,Antarctica
Lewis Cliff 87019,Valid,Aubrite,0.5,Found,1987,-84.34738,161.48221,Antarctica,Antarctica
Lewis Cliff 87020,Valid,Aubrite,1.9,Found,1987,-84.34492,161.47161,Antarctica,Antarctica
Lewis Cliff 87021,Valid,Aubrite,0.5,Found,1987,-84.34472,161.47056,Antarctica,Antarctica
Lewis Cliff 87022,Valid,CM2,75.4,Found,1987,-84.34387,161.29695,Antarctica,Antarctica
Lewis Cliff 87023,Valid,H5,14.0,Found,1987,-84.25403,161.40301,Antarctica,Antarctica
Lewis Cliff 87025,Valid,CM2,0.9,Found,1987,-84.34658,161.32478,Antarctica,Antarctica
Lewis Cliff 87026,Valid,Eucrite-pmict,22.7,Found,1987,-84.25304,161.39896,Antarctica,Antarctica
Lewis Cliff 87027,Valid,CM2,0.8,Found,1987,-84.34868,161.39783,Antarctica,Antarctica
Lewis Cliff 87028,Valid,CM2,1.2,Found,1987,-84.34391,161.3776,Antarctica,Antarctica
Lewis Cliff 87029,Valid,H5,4026.6,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87030,Valid,H5,7986.5,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87031,Valid,H5,1315.1,Found,1987,-84.34704,161.34955,Antarctica,Antarctica
Lewis Cliff 87032,Valid,H6,1581.8,Found,1987,-84.3403,161.40292,Antarctica,Antarctica
Lewis Cliff 87033,Valid,H5,1264.2,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87034,Valid,H5,734.8,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87035,Valid,L6,413.3,Found,1987,-84.37804,161.12475,Antarctica,Antarctica
Lewis Cliff 87036,Valid,L6,224.5,Found,1987,-84.34819,161.36359,Antarctica,Antarctica
Lewis Cliff 87037,Valid,H5,232.2,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87038,Valid,L6,428.2,Found,1987,-84.35558,161.30681,Antarctica,Antarctica
Lewis Cliff 87039,Valid,H6,309.4,Found,1987,-84.35363,161.35933,Antarctica,Antarctica
Lewis Cliff 87040,Valid,L6,418.2,Found,1987,-84.34866,161.39599,Antarctica,Antarctica
Lewis Cliff 87041,Valid,H5,181.6,Found,1987,-84.27265,161.71794,Antarctica,Antarctica
Lewis Cliff 87042,Valid,L6,212.1,Found,1987,-84.36776,161.25817,Antarctica,Antarctica
Lewis Cliff 87043,Valid,H5,201.8,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87044,Valid,H6,534.8,Found,1987,-84.34629,161.28953,Antarctica,Antarctica
Lewis Cliff 87045,Valid,L6,245.1,Found,1987,-84.36734,161.25271,Antarctica,Antarctica
Lewis Cliff 87046,Valid,L6,440.2,Found,1987,-84.36628,161.20142,Antarctica,Antarctica
Lewis Cliff 87047,Valid,H6,455.7,Found,1987,-84.35317,161.42588,Antarctica,Antarctica
Lewis Cliff 87048,Valid,H6,277.6,Found,1987,-84.35073,161.32162,Antarctica,Antarctica
Lewis Cliff 87049,Valid,L4,309.7,Found,1987,-84.35338,161.35777,Antarctica,Antarctica
Lewis Cliff 87050,Valid,H6,129.7,Found,1987,-84.34682,161.32187,Antarctica,Antarctica
Lewis Cliff 87051,Valid,Angrite,0.6,Found,1987,-84.348,161.4824,Antarctica,Antarctica
Lewis Cliff 87052,Valid,H6,2.8,Found,1987,-84.25388,161.4806,Antarctica,Antarctica
Lewis Cliff 87053,Valid,Howardite,0.4,Found,1987,-84.34673,161.47977,Antarctica,Antarctica
Lewis Cliff 87054,Valid,H5,5.8,Found,1987,-84.25427,161.47107,Antarctica,Antarctica
Lewis Cliff 87055,Valid,H6,150.0,Found,1987,-84.38052,162.03964,Antarctica,Antarctica
Lewis Cliff 87056,Valid,Aubrite,0.1,Found,1987,-84.34532,161.47809,Antarctica,Antarctica
Lewis Cliff 87057,Valid,E3-an,0.4,Found,1987,-84.34665,161.32562,Antarctica,Antarctica
Lewis Cliff 87058,Valid,L6,7.3,Found,1987,-84.25395,161.35338,Antarctica,Antarctica
Lewis Cliff 87059,Valid,H5,13.2,Found,1987,-84.34627,161.46862,Antarctica,Antarctica
Lewis Cliff 87060,Valid,H6,0.8,Found,1987,-84.34781,161.48251,Antarctica,Antarctica
Lewis Cliff 87061,Valid,L6,14.0,Found,1987,-84.26002,161.36496,Antarctica,Antarctica
Lewis Cliff 87062,Valid,L6,24.0,Found,1987,-84.25424,161.36028,Antarctica,Antarctica
Lewis Cliff 87063,Valid,H6,25.0,Found,1987,-84.25397,161.37394,Antarctica,Antarctica
Lewis Cliff 87064,Valid,H3.5,6.7,Found,1987,-84.2536,161.38995,Antarctica,Antarctica
Lewis Cliff 87065,Valid,L5,6.1,Found,1987,-84.2533,161.38804,Antarctica,Antarctica
Lewis Cliff 87066,Valid,L6,7.2,Found,1987,-84.25429,161.3866,Antarctica,Antarctica
Lewis Cliff 87068,Valid,H6,30.1,Found,1987,-84.25485,161.38506,Antarctica,Antarctica
Lewis Cliff 87069,Valid,L6,10.3,Found,1987,-84.25415,161.38611,Antarctica,Antarctica
Lewis Cliff 87070,Valid,L5,2.6,Found,1987,-84.25501,161.43314,Antarctica,Antarctica
Lewis Cliff 87071,Valid,LL6,5.3,Found,1987,-84.25388,161.38958,Antarctica,Antarctica
Lewis Cliff 87072,Valid,L6,11.1,Found,1987,-84.25418,161.38986,Antarctica,Antarctica
Lewis Cliff 87073,Valid,H5,13.3,Found,1987,-84.25388,161.37425,Antarctica,Antarctica
Lewis Cliff 87074,Valid,H5,12.8,Found,1987,-84.2544,161.39124,Antarctica,Antarctica
Lewis Cliff 87075,Valid,H5,13.7,Found,1987,-84.25297,161.38359,Antarctica,Antarctica
Lewis Cliff 87076,Valid,H6,51.7,Found,1987,-84.25315,161.37159,Antarctica,Antarctica
Lewis Cliff 87077,Valid,H5,8.4,Found,1987,-84.25435,161.38585,Antarctica,Antarctica
Lewis Cliff 87078,Valid,H6,6.2,Found,1987,-84.25297,161.38362,Antarctica,Antarctica
Lewis Cliff 87079,Valid,H5,5.2,Found,1987,-84.2532,161.38091,Antarctica,Antarctica
Lewis Cliff 87080,Valid,H5,10.6,Found,1987,-84.25404,161.38367,Antarctica,Antarctica
Lewis Cliff 87081,Valid,H5,24.3,Found,1987,-84.2533,161.39064,Antarctica,Antarctica
Lewis Cliff 87082,Valid,H5,14.3,Found,1987,-84.25331,161.38968,Antarctica,Antarctica
Lewis Cliff 87083,Valid,L6,82.9,Found,1987,-84.25393,161.38384,Antarctica,Antarctica
Lewis Cliff 87084,Valid,H5,8.5,Found,1987,-84.25361,161.37072,Antarctica,Antarctica
Lewis Cliff 87085,Valid,H5,9.3,Found,1987,-84.25442,161.36757,Antarctica,Antarctica
Lewis Cliff 87086,Valid,H5,8.0,Found,1987,-84.25428,161.38454,Antarctica,Antarctica
Lewis Cliff 87087,Valid,H5,23.0,Found,1987,-84.25319,161.39534,Antarctica,Antarctica
Lewis Cliff 87088,Valid,H4,12.7,Found,1987,-84.25384,161.40019,Antarctica,Antarctica
Lewis Cliff 87089,Valid,H5,6.8,Found,1987,-84.25477,161.41271,Antarctica,Antarctica
Lewis Cliff 87090,Valid,L6,12.5,Found,1987,-84.3405,161.39529,Antarctica,Antarctica
Lewis Cliff 87091,Valid,H6,4.0,Found,1987,-84.34436,161.46749,Antarctica,Antarctica
Lewis Cliff 87092,Valid,H6,15.3,Found,1987,-84.34426,161.41092,Antarctica,Antarctica
Lewis Cliff 87093,Valid,L3.8,7.0,Found,1987,-84.2533,161.41061,Antarctica,Antarctica
Lewis Cliff 87094,Valid,L6,2.6,Found,1987,-84.34026,161.40309,Antarctica,Antarctica
Lewis Cliff 87095,Valid,H5,75.3,Found,1987,-84.35064,161.38614,Antarctica,Antarctica
Lewis Cliff 87096,Valid,H6,2.6,Found,1987,-84.34494,161.41295,Antarctica,Antarctica
Lewis Cliff 87097,Valid,H5,4.3,Found,1987,-84.34436,161.46748,Antarctica,Antarctica
Lewis Cliff 87098,Valid,H5,11.6,Found,1987,-84.25429,161.39843,Antarctica,Antarctica
Lewis Cliff 87099,Valid,H5,2.4,Found,1987,-84.25309,161.40077,Antarctica,Antarctica
Lewis Cliff 87100,Valid,H6,0.6,Found,1987,-84.34527,161.30434,Antarctica,Antarctica
Lewis Cliff 87102,Valid,H6,15.8,Found,1987,-84.25369,161.40946,Antarctica,Antarctica
Lewis Cliff 87104,Valid,H6,9.6,Found,1987,-84.34184,161.40539,Antarctica,Antarctica
Lewis Cliff 87105,Valid,H6,15.9,Found,1987,-84.25403,161.39633,Antarctica,Antarctica
Lewis Cliff 87106,Valid,H6,81.59999999999998,Found,1987,-84.34434,161.37806,Antarctica,Antarctica
Lewis Cliff 87107,Valid,L6,20.4,Found,1987,-84.25423,161.39817,Antarctica,Antarctica
Lewis Cliff 87108,Valid,H5,7.3,Found,1987,-84.25312,161.39355,Antarctica,Antarctica
Lewis Cliff 87109,Valid,"Iron, ungrouped",0.9,Found,1987,-84.25416,161.40847,Antarctica,Antarctica
Lewis Cliff 87110,Valid,H5,12.3,Found,1987,-84.25328,161.40596,Antarctica,Antarctica
Lewis Cliff 87112,Valid,L5,8.0,Found,1987,-84.25469,161.4102,Antarctica,Antarctica
Lewis Cliff 87113,Valid,L6,97.8,Found,1987,-84.36326,161.26607,Antarctica,Antarctica
Lewis Cliff 87114,Valid,L6,3.1,Found,1987,-84.36538,161.36975,Antarctica,Antarctica
Lewis Cliff 87115,Valid,H6,30.4,Found,1987,-84.25321,161.39572,Antarctica,Antarctica
Lewis Cliff 87116,Valid,H5,6.6,Found,1987,-84.25419,161.40837,Antarctica,Antarctica
Lewis Cliff 87117,Valid,H6,6.7,Found,1987,-84.25377,161.40002,Antarctica,Antarctica
Lewis Cliff 87118,Valid,L6,27.2,Found,1987,-84.36589,161.18416,Antarctica,Antarctica
Lewis Cliff 87119,Valid,EL6,12.0,Found,1987,-84.25369,161.40591,Antarctica,Antarctica
Lewis Cliff 87120,Valid,L6,6.3,Found,1987,-84.25385,161.40095,Antarctica,Antarctica
Lewis Cliff 87121,Valid,H5,3.8,Found,1987,-84.2546,161.419,Antarctica,Antarctica
Lewis Cliff 87122,Valid,L6,2.1,Found,1987,-84.25328,161.42077,Antarctica,Antarctica
Lewis Cliff 87123,Valid,LL6,43.9,Found,1987,-84.25356,161.40979,Antarctica,Antarctica
Lewis Cliff 87124,Valid,H6,3.7,Found,1987,-84.25397,161.4394,Antarctica,Antarctica
Lewis Cliff 87125,Valid,H6,4.3,Found,1987,-84.25489,161.46072,Antarctica,Antarctica
Lewis Cliff 87126,Valid,L6,15.8,Found,1987,-84.25363,161.46833,Antarctica,Antarctica
Lewis Cliff 87127,Valid,H6,12.7,Found,1987,-84.25344,161.43918,Antarctica,Antarctica
Lewis Cliff 87128,Valid,H5,18.5,Found,1987,-84.25366,161.41427,Antarctica,Antarctica
Lewis Cliff 87129,Valid,L5,10.2,Found,1987,-84.25476,161.45524,Antarctica,Antarctica
Lewis Cliff 87133,Valid,L4,2.4,Found,1987,-84.25423,161.44968,Antarctica,Antarctica
Lewis Cliff 87134,Valid,H6,9.6,Found,1987,-84.25411,161.42881,Antarctica,Antarctica
Lewis Cliff 87135,Valid,L6,11.0,Found,1987,-84.25426,161.45519,Antarctica,Antarctica
Lewis Cliff 87136,Valid,H5,4.0,Found,1987,-84.25435,161.41602,Antarctica,Antarctica
Lewis Cliff 87137,Valid,L4,20.7,Found,1987,-84.25359,161.40915,Antarctica,Antarctica
Lewis Cliff 87138,Valid,H6,4.9,Found,1987,-84.25345,161.41661,Antarctica,Antarctica
Lewis Cliff 87139,Valid,H5,2.4,Found,1987,-84.25453,161.42763,Antarctica,Antarctica
Lewis Cliff 87140,Valid,LL6,7.7,Found,1987,-84.25443,161.41696,Antarctica,Antarctica
Lewis Cliff 87141,Valid,H6,7.9,Found,1987,-84.35573,161.3572,Antarctica,Antarctica
Lewis Cliff 87142,Valid,H6,4.1,Found,1987,-84.35934,161.37322,Antarctica,Antarctica
Lewis Cliff 87143,Valid,L6,112.9,Found,1987,-84.34934,161.32419,Antarctica,Antarctica
Lewis Cliff 87144,Valid,H5,22.3,Found,1987,-84.27242,161.72012,Antarctica,Antarctica
Lewis Cliff 87145,Valid,L6,9.7,Found,1987,-84.34528,161.37865,Antarctica,Antarctica
Lewis Cliff 87146,Valid,LL6,2.0,Found,1987,-84.34646,161.32724,Antarctica,Antarctica
Lewis Cliff 87147,Valid,L4,5.7,Found,1987,-84.36245,161.37431,Antarctica,Antarctica
Lewis Cliff 87148,Valid,CM2,42.5,Found,1987,-84.36293,161.22363,Antarctica,Antarctica
Lewis Cliff 87149,Valid,L6,2.1,Found,1987,-84.34235,161.26095,Antarctica,Antarctica
Lewis Cliff 87150,Valid,H5,16.8,Found,1987,-84.34666,161.27397,Antarctica,Antarctica
Lewis Cliff 87151,Valid,LL6,21.5,Found,1987,-84.3558,161.30629,Antarctica,Antarctica
Lewis Cliff 87152,Valid,L6,0.6,Found,1987,-84.34518,161.30575,Antarctica,Antarctica
Lewis Cliff 87153,Valid,L6,34.1,Found,1987,-84.36207,161.37196,Antarctica,Antarctica
Lewis Cliff 87154,Valid,H6,61.4,Found,1987,-84.3585,161.39491,Antarctica,Antarctica
Lewis Cliff 87155,Valid,H5,54.0,Found,1987,-84.36025,161.22818,Antarctica,Antarctica
Lewis Cliff 87156,Valid,L5,0.5,Found,1987,-84.34383,161.37702,Antarctica,Antarctica
Lewis Cliff 87157,Valid,H5,19.4,Found,1987,-84.34853,161.32502,Antarctica,Antarctica
Lewis Cliff 87158,Valid,L6,28.9,Found,1987,-84.36508,161.37478,Antarctica,Antarctica
Lewis Cliff 87159,Valid,LL6,0.3,Found,1987,-84.34634,161.25089,Antarctica,Antarctica
Lewis Cliff 87160,Valid,H5,0.6,Found,1987,-84.34525,161.37866,Antarctica,Antarctica
Lewis Cliff 87161,Valid,H6,20.0,Found,1987,-84.34176,161.2433,Antarctica,Antarctica
Lewis Cliff 87162,Valid,H5,35.3,Found,1987,-84.34808,161.32439,Antarctica,Antarctica
Lewis Cliff 87163,Valid,H5,0.3,Found,1987,-84.35703,161.36291,Antarctica,Antarctica
Lewis Cliff 87164,Valid,L6,0.7,Found,1987,-84.34653,161.34114,Antarctica,Antarctica
Lewis Cliff 87165,Valid,Ureilite,5.0,Found,1987,-84.34273,161.39884,Antarctica,Antarctica
Lewis Cliff 87166,Valid,L6,122.7,Found,1987,-84.36777,161.29976,Antarctica,Antarctica
Lewis Cliff 87167,Valid,CM2,1.4,Found,1987,-84.34408,161.43646,Antarctica,Antarctica
Lewis Cliff 87169,Valid,L6,169.8,Found,1987,-84.36976,161.22536,Antarctica,Antarctica
Lewis Cliff 87170,Valid,L6,0.2,Found,1987,-84.34664,161.32782,Antarctica,Antarctica
Lewis Cliff 87171,Valid,H5,95.6,Found,1987,-84.35432,161.19974,Antarctica,Antarctica
Lewis Cliff 87172,Valid,H5,93.2,Found,1987,-84.354,161.38306,Antarctica,Antarctica
Lewis Cliff 87173,Valid,L6,45.1,Found,1987,-84.3479,161.4431,Antarctica,Antarctica
Lewis Cliff 87174,Valid,L6,101.5,Found,1987,-84.35231,161.20166,Antarctica,Antarctica
Lewis Cliff 87175,Valid,L6,127.4,Found,1987,-84.35436,161.13518,Antarctica,Antarctica
Lewis Cliff 87176,Valid,H6,34.2,Found,1987,-84.34674,161.32979,Antarctica,Antarctica
Lewis Cliff 87177,Valid,H5,12.2,Found,1987,-84.34434,161.46808,Antarctica,Antarctica
Lewis Cliff 87179,Valid,L6,4.9,Found,1987,-84.27465,161.40475,Antarctica,Antarctica
Lewis Cliff 87180,Valid,H4,36.6,Found,1987,-84.27162,161.38952,Antarctica,Antarctica
Lewis Cliff 87181,Valid,LL6,38.3,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87182,Valid,L6,60.1,Found,1987,-84.34858,161.40691,Antarctica,Antarctica
Lewis Cliff 87183,Valid,H5,57.9,Found,1987,-84.27345,161.70253,Antarctica,Antarctica
Lewis Cliff 87184,Valid,H5,47.2,Found,1987,-84.27339,161.70039,Antarctica,Antarctica
Lewis Cliff 87185,Valid,H5,5.4,Found,1987,-84.27329,161.70185,Antarctica,Antarctica
Lewis Cliff 87186,Valid,H5,27.4,Found,1987,-84.27337,161.70274,Antarctica,Antarctica
Lewis Cliff 87187,Valid,L6,6.3,Found,1987,-84.27247,161.71967,Antarctica,Antarctica
Lewis Cliff 87188,Valid,H5,11.0,Found,1987,-84.2725,161.71705,Antarctica,Antarctica
Lewis Cliff 87189,Valid,H6,30.6,Found,1987,-84.27255,161.718,Antarctica,Antarctica
Lewis Cliff 87190,Valid,H5,24.1,Found,1987,-84.25366,161.40634,Antarctica,Antarctica
Lewis Cliff 87191,Valid,H5,6.7,Found,1987,-84.27332,161.70061,Antarctica,Antarctica
Lewis Cliff 87192,Valid,L6,24.0,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87193,Valid,L6,24.6,Found,1987,-84.2725,161.71975,Antarctica,Antarctica
Lewis Cliff 87194,Valid,H6,57.7,Found,1987,-84.34881,161.44719,Antarctica,Antarctica
Lewis Cliff 87195,Valid,H5,22.1,Found,1987,-84.34675,161.32205,Antarctica,Antarctica
Lewis Cliff 87196,Valid,L6,83.3,Found,1987,-84.37997,161.18202,Antarctica,Antarctica
Lewis Cliff 87197,Valid,H5,10.4,Found,1987,-84.27357,161.69559,Antarctica,Antarctica
Lewis Cliff 87198,Valid,H5,47.2,Found,1987,-84.27322,161.70356,Antarctica,Antarctica
Lewis Cliff 87199,Valid,L6,113.7,Found,1987,-84.27357,161.69601,Antarctica,Antarctica
Lewis Cliff 87200,Valid,H4,17.1,Found,1987,-84.38407,162.09283,Antarctica,Antarctica
Lewis Cliff 87201,Valid,H5,19.5,Found,1987,-84.2732,161.69924,Antarctica,Antarctica
Lewis Cliff 87202,Valid,H5,20.8,Found,1987,-84.27257,161.71645,Antarctica,Antarctica
Lewis Cliff 87203,Valid,H6,20.7,Found,1987,-84.27359,161.69498,Antarctica,Antarctica
Lewis Cliff 87204,Valid,H5,47.7,Found,1987,-84.27341,161.70262,Antarctica,Antarctica
Lewis Cliff 87205,Valid,H5,51.3,Found,1987,-84.2726,161.71632,Antarctica,Antarctica
Lewis Cliff 87206,Valid,H5,6.3,Found,1987,-84.27234,161.72048,Antarctica,Antarctica
Lewis Cliff 87207,Valid,H4,40.2,Found,1987,-84.27342,161.69847,Antarctica,Antarctica
Lewis Cliff 87208,Valid,L3.4,34.5,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87209,Valid,H4,53.6,Found,1987,-84.34524,161.41005,Antarctica,Antarctica
Lewis Cliff 87210,Valid,H5,119.5,Found,1987,-84.3724,161.1059,Antarctica,Antarctica
Lewis Cliff 87212,Valid,H6,7.7,Found,1987,-84.2726,161.71641,Antarctica,Antarctica
Lewis Cliff 87213,Valid,H4,56.1,Found,1987,-84.34223,161.42208,Antarctica,Antarctica
Lewis Cliff 87214,Valid,CK4,0.4,Found,1987,-84.34242,161.25252,Antarctica,Antarctica
Lewis Cliff 87215,Valid,H5,26.3,Found,1987,-84.27294,161.71018,Antarctica,Antarctica
Lewis Cliff 87216,Valid,H5,7.3,Found,1987,-84.27265,161.71679,Antarctica,Antarctica
Lewis Cliff 87217,Valid,H5,25.6,Found,1987,-84.27284,161.71344,Antarctica,Antarctica
Lewis Cliff 87218,Valid,L6,0.8,Found,1987,-84.34513,161.30576,Antarctica,Antarctica
Lewis Cliff 87219,Valid,H5,21.5,Found,1987,-84.27242,161.71902,Antarctica,Antarctica
Lewis Cliff 87220,Valid,E3-an,6.7,Found,1987,-84.34234,161.25139,Antarctica,Antarctica
Lewis Cliff 87221,Valid,H6,15.1,Found,1987,-84.34411,161.19458,Antarctica,Antarctica
Lewis Cliff 87222,Valid,H5,51.9,Found,1987,-84.27268,161.71756,Antarctica,Antarctica
Lewis Cliff 87223,Valid,E3-an,110.3,Found,1987,-84.3704,161.3181,Antarctica,Antarctica
Lewis Cliff 87224,Valid,L6,149.3,Found,1987,-84.36419,161.32061,Antarctica,Antarctica
Lewis Cliff 87225,Valid,H5,9.1,Found,1987,-84.27297,161.71039,Antarctica,Antarctica
Lewis Cliff 87226,Valid,L6,1.1,Found,1987,-84.3732,161.20289,Antarctica,Antarctica
Lewis Cliff 87228,Valid,H6,2.4,Found,1987,-84.357,161.36443,Antarctica,Antarctica
Lewis Cliff 87230,Valid,H6,175.1,Found,1987,-84.35632,161.32918,Antarctica,Antarctica
Lewis Cliff 87231,Valid,H6,75.09999999999998,Found,1987,-84.35516,161.36864,Antarctica,Antarctica
Lewis Cliff 87232,Valid,K,23.1,Found,1987,-84.34201,161.39314,Antarctica,Antarctica
Lewis Cliff 87233,Valid,H5,36.6,Found,1987,-84.27281,161.7129,Antarctica,Antarctica
Lewis Cliff 87234,Valid,E3-an,34.2,Found,1987,-84.36199,161.29308,Antarctica,Antarctica
Lewis Cliff 87235,Valid,LL6,1.1,Found,1987,-84.34417,161.466,Antarctica,Antarctica
Lewis Cliff 87236,Valid,H5,23.5,Found,1987,-84.27275,161.71594,Antarctica,Antarctica
Lewis Cliff 87237,Valid,E3-an,1.9,Found,1987,-84.34651,161.3197,Antarctica,Antarctica
Lewis Cliff 87239,Valid,L6,3.6,Found,1987,-84.34221,161.39347,Antarctica,Antarctica
Lewis Cliff 87240,Valid,H5,44.3,Found,1987,-84.27288,161.71293,Antarctica,Antarctica
Lewis Cliff 87241,Relict,Chondrite-fusion crust,0.5,Found,1987,-84.34563,161.31058,Antarctica,Antarctica
Lewis Cliff 87242,Valid,H5,17.3,Found,1987,-84.27283,161.7127,Antarctica,Antarctica
Lewis Cliff 87243,Valid,H5,34.8,Found,1987,-84.27281,161.71292,Antarctica,Antarctica
Lewis Cliff 87244,Valid,L6,35.6,Found,1987,-84.35382,161.42945,Antarctica,Antarctica
Lewis Cliff 87245,Valid,H5,27.5,Found,1987,-84.35991,161.16657,Antarctica,Antarctica
Lewis Cliff 87246,Valid,H5,31.3,Found,1987,-84.34187,161.39352,Antarctica,Antarctica
Lewis Cliff 87247,Valid,L6,67.6,Found,1987,-84.35864,161.39523,Antarctica,Antarctica
Lewis Cliff 87248,Valid,L3.5,13.8,Found,1987,-84.28333,161.08333,Antarctica,Antarctica
Lewis Cliff 87249,Valid,CM2,3.1,Found,1987,-84.34145,161.4094,Antarctica,Antarctica
Lewis Cliff 87250,Valid,CK4,1.7,Found,1987,-84.34038,161.40096,Antarctica,Antarctica
Lewis Cliff 87251,Valid,LL6,0.7,Found,1987,-84.34417,161.46599,Antarctica,Antarctica
